"Month","Pavg_month","Pse_month","Pnmonths","Tmean_avg_month","Tmean_se_month","Tmin_avg_month","Tmin_se_month","Tmax_avg_month","Tmax_se_month","Tnmonths"
"Apr",238.302173913043,17.79684890122,46,10.4055555555556,0.22192181715481,5.89548148148148,0.175403276096812,14.9171111111111,0.310598686945407,45
"Aug",135.853333333333,13.5993629529943,45,18.4370967741935,0.188135246519154,13.764095371669,0.169998357612927,23.1084852734923,0.242157445502691,46
"Dec",239.522727272727,20.2394332996786,44,6.97189964157706,0.258775284270574,3.48559139784946,0.252388074955742,10.4602150537634,0.293949664678805,45
"Feb",255.673333333333,22.8305613004352,45,6.78011083743842,0.269093759129549,2.73609445277361,0.244602151074691,10.8225663953737,0.331072158797218,46
"Jan",282.676086956522,27.37138235153,46,6.24663394109397,0.214157592922785,2.63702664796634,0.226357344412417,9.85532959326788,0.233149510116547,46
"Jul",123.552173913043,13.7566541612198,46,18.2052594670407,0.19529808469664,13.5368863955119,0.178796436572112,22.8734221598878,0.254291278852067,46
"Jun",122.797777777778,9.46135280271609,45,16.2176296296296,0.205651482455001,11.5751851851852,0.170395906445206,20.8603703703704,0.273119408406443,45
"Mar",232.76,18.2693512736385,45,8.72124824684432,0.218427776695654,4.07573632538569,0.193983142157267,13.381556802244,0.298460506122528,46
"May",207.236956521739,16.8466224940193,46,13.4897615708275,0.218295443966597,8.78955119214586,0.145409936642338,18.194950911641,0.324837108015727,46
"Nov",293.804347826087,21.0019982846173,46,9.08881481481481,0.257587337254289,5.32644444444444,0.244812564871969,12.8521481481481,0.297475803381898,45
"Oct",215.966666666667,24.2301475543392,45,13.1786115007013,0.215369598808197,9.04565217391304,0.168414785771229,17.3110098176718,0.290450763455038,46
"Sep",139.917777777778,12.6686594480631,45,16.3094074074074,0.204635678262753,11.5094814814815,0.176392836368954,21.1117037037037,0.259229316693244,45
